终端MAC地址,终端类型,时间,终端行为,轨迹详细信息,终端IP地址,关联SSID,关联频段,关联信道,信号强度,VLAN,日志原文
DC-21-5C-5C-22-AE,无线,Fri Nov 07 19:07:23 CST 2025,下线,终端在AP 东湖南-基础教学楼-2f-203 (无线/东湖南/基础教学楼) 下线,,,5G,,,,【syslog】<181>Nov  7 19:07:23 2025 ncu-wlan-master stm[2017]: <501114> <NOTI> <ncu-wlan-master 10.1.0.13>  Deauth from sta: dc:21:5c:5c:22:ae: AP 10.50.0.51-6c:f3:7f:db:a5:f9-jcjxl-2f-203 Reason 255
DC-21-5C-5C-22-AE,无线,Fri Nov 07 18:44:28 CST 2025,上线 (关联成功),终端在AP 前湖北-环材楼-B101-G3 (无线/前湖北/环材楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 18:44:28.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17794445]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-51-e6-90;APNAME:QHB-HCL-B101-G3;APIP:10.133.1.133;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc215c5c22ae;MAC:dc-21-5c-5c-22-ae;ASSOCDURATION:6078us;TIME:1762512268;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-21-5C-5C-22-AE,无线,Fri Nov 07 18:41:27 CST 2025,漫游,终端从AP 前湖北-材料环境楼-A504-B-1 ( 无线/前湖北/环材楼) 漫游到AP 前湖北-环材楼-B101-G4 (无线/前湖北/环材楼),,NCUWLAN,5G,,-44 dBm,,【syslog】<181>Nov 07 2025 18:41:27.60.6+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[17794039]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:24-46-e4-51-a7-60;CurrentAPNAME:QHB-HCL-B101-G4;CurrentRSSI(dBm):-44;APMAC:b4-14-e6-af-ad-10;APNAME:CLHJL-A504-B-1;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc215c5c22ae;MAC:dc-21-5c-5c-22-ae;TIME:1762512087;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):98;UpPacketNum:3;UpByte:162;DownPacketNum:0;DownByte:0;RSSI(dBm):-80;
DC-21-5C-E8-AE-31,无线,Fri Nov 07 19:38:20 CST 2025,上线 (关联成功),终端在AP 前湖北-机电楼-E620H-1 (无线/前湖北/机电楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 19:38:20.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17674476]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0b-88-b0;APNAME:QHB-JDL-E620H-1;APIP:10.151.129.121;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc215ce8ae31;MAC:dc-21-5c-e8-ae-31;ASSOCDURATION:49561us;TIME:1762515500;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-21-5C-E8-AE-31,无线,Fri Nov 07 19:35:19 CST 2025,上线 (关联成功),终端在AP 前湖北-机电楼-E620B-4口光 (无线/前湖北/机电楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 19:35:19.80.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17674349]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:50-9a-88-17-b1-a0;APNAME:QHB-JDL-E620B-4口光;APIP:10.151.129.120;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc215ce8ae31;MAC:dc-21-5c-e8-ae-31;ASSOCDURATION:45242us;TIME:1762515319;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-45-46-3E-BC-14,无线,Fri Nov 07 19:30:10 CST 2025,上线 (关联成功),终端在AP 前湖北-机电楼-D312-1 (无线/前湖北/机电楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 19:30:10.840.8+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[16038413]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0b-a3-90;APNAME:QHB-JDL-D312-1;APIP:10.151.129.196;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc45463ebc14;MAC:dc-45-46-3e-bc-14;ASSOCDURATION:59624us;TIME:1762515010;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-45-46-3E-BC-14,无线,Fri Nov 07 19:29:50 CST 2025,上线 (关联成功),终端在AP 前湖北-机电楼-D312-1 (无线/前湖北/机电楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov 07 2025 19:29:50.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[16038390]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0b-a3-90;APNAME:QHB-JDL-D312-1;APIP:10.151.129.196;RADIO:0;BAND:2.4G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc45463ebc14;MAC:dc-45-46-3e-bc-14;ASSOCDURATION:45599us;TIME:1762514990;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-46-28-1F-10-E4,无线,Fri Nov 07 19:16:01 CST 2025,上线 (关联成功),终端在AP 前湖北-艺术楼-A405 (无线/前湖北/艺术楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:16:01 2025 ncu-wlan-local authmgr[2291]: <522035> <INFO> <ncu-wlan-local 10.1.0.14>  MAC=dc:46:28:1f:10:e4 Station UP: BSSID=6c:f3:7f:d3:3a:e0 ESSID=NCUWLAN VLAN=993 AP-name=qhxq-bq-ysl-A405
DC-46-28-1F-10-E4,无线,Fri Nov 07 19:16:01 CST 2025,漫游,终端从AP 前湖北-艺术楼-A503 ( 无线/前湖北/艺术楼) 漫游到AP,,,,,,,【syslog】<181>Nov  7 19:16:01 2025 ncu-wlan-local stm[2015]: <501080> <NOTI> <ncu-wlan-local 10.1.0.14>  Deauth to sta: dc:46:28:1f:10:e4: Ageout AP 10.62.0.44-6c:f3:7f:d5:75:20-qhxq-bq-ysl-A503 STA has roamed to another AP
DC-46-28-1F-10-E4,无线,Fri Nov 07 19:16:00 CST 2025,下线,终端在AP 前湖北-艺术楼-A402 (无线/前湖北/艺术楼) 下线,,,5G,,,,【syslog】<181>Nov  7 19:16:00 2025 10.62.0.36 stm[756]: <501105> <NOTI> |AP qhxq-bq-ysl-A402@10.62.0.36 stm|  Deauth from sta: dc:46:28:1f:10:e4: AP 10.62.0.36-6c:f3:7f:d3:5d:d0-qhxq-bq-ysl-A402 Reason Denied: AP Ageout
DC-46-28-8F-2D-7F,无线,Fri Nov 07 19:18:54 CST 2025,上线 (获取IP地址成功),终端在AP 前湖南-第二教学大楼-2FMT-1 (无线/前湖南/第二教学大楼) 获取IP地址成功,10.248.92.252,NCUWLAN,2.4G,11,,,"【syslog】<182>Nov  7 19:18:54.481 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: dc46-288f-2d7f, IP: 10.248.92.252, -NA-, -NA-, -NA-, Username: -NA-, AP name: QHN-DEJXDL-2FMT-1, Radio ID: 2, Channel number: 11, SSID: NCUWLAN, BSSID: 10b6-5e7e-bd79."
DC-46-28-8F-2D-7F,无线,Fri Nov 07 19:18:54 CST 2025,上线 (关联成功),终端在AP 前湖南-第二教学大楼-2FMT-1 (无线/前湖南/第二教学大楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:18:54.477 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client dc46-288f-2d7f went online from BSS 10b6-5e7e-bd79 vlan 982 with SSID NCUWLAN on AP QHN-DEJXDL-2FMT-1 Radio ID 2. State changed to Run.
DC-46-28-8F-2D-7F,无线,Fri Nov 07 19:10:59 CST 2025,上线 (关联成功),终端在AP 前湖南-教学楼2-212 (无线/前湖南/第二教学大楼) 关联成功,,NCU-2.4G,2.4G,,,,【syslog】<182>Nov  7 19:10:59 2025 ncu-wlan-master authmgr[2262]: <522035> <INFO> <ncu-wlan-master 10.1.0.13>  MAC=dc:46:28:8f:2d:7f Station UP: BSSID=6c:f3:7f:9d:6e:c6 ESSID=NCU-2.4G VLAN=1901 AP-name=QHNQ-JXL2-212
DC-46-28-B5-2E-F8,无线,Fri Nov 07 19:33:09 CST 2025,下线,终端在AP 前湖北-材料环境楼-A619A-1 (无线/前湖北/环材楼) 下线,10.202.126.230,NCUWLAN,5G,,-52 dBm,,【syslog】<181>Nov 07 2025 19:33:09.80.4+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[16038603]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:b4-14-e6-af-55-50;APNAME:CLHJL-A619A-1;SSID:NCUWLAN;RADIOID:1;USER:dc4628b52ef8;MAC:dc-46-28-b5-2e-f8;IPADDRESS:10.202.126.230;IPV6ADDRESS:-;TIME:1762515189;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:10644;ERRCODE:217;RESULT:STA deauthentication;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -52 dbm.;CIB ID:220302;INTERFACE:Wlan-Dbss19265;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=1558698235;AUTHPROTOCOL:-;
DC-46-28-B5-2E-F8,无线,Fri Nov 07 19:21:00 CST 2025,漫游,终端从AP 前湖北-材料环境楼-A619B-1 ( 无线/前湖北/环材楼) 漫游到AP 前湖北-材料环境楼-A515B-1 (无线/前湖北/环材楼),,NCUWLAN,2.4G,,-62 dBm,,【syslog】<181>Nov 07 2025 19:21:00.840.2+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[16037918]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:48-b2-5d-39-db-b0;CurrentAPNAME:CLHJL-A515B-1;CurrentRSSI(dBm):-62;APMAC:b4-14-e6-a8-d9-b0;APNAME:CLHJL-A619B-1;RADIO:0;BAND:2.4G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc4628b52ef8;MAC:dc-46-28-b5-2e-f8;TIME:1762514460;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):60;UpPacketNum:199;UpByte:31122;DownPacketNum:55;DownByte:4813;RSSI(dBm):-43;
DC-56-7B-18-84-EF,无线,Fri Nov 07 18:43:55 CST 2025,上线 (认证成功),终端在AP 前湖北-环材楼-B101-G3 (无线/前湖北/环材楼) 认证成功,,NCUWLAN,5G,,,,【syslog】<181>Nov 07 2025 18:43:55.60.6+08:00 NCU_HW_AC1 %%01CM/5/USER_ACCESSRESULT(s)[16798771]:[WLAN_STA_INFO_AUTHENTICATION]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-51-e6-90;APNAME:QHB-HCL-B101-G3;SSID:NCUWLAN;RADIOID:1;USER:dc567b1884ef;MAC:dc-56-7b-18-84-ef;IPADDRESS:-;IPV6ADDRESS:-;TIME:1762512235;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:4294967295;RESULT:Open;USERGROUP:NULL;CIB ID:136521;INTERFACE:Wlan-Dbss22475;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=2636362435;AUTHPROTOCOL:-;
DC-56-7B-19-70-81,无线,Fri Nov 07 18:54:02 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-人文楼-2F-咖啡厅 (无线/前湖北/人文楼) 获取IP地址成功,10.202.224.56,NCUWLAN,5G,36,,,"【syslog】<182>Nov  7 18:54:02.460 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: dc56-7b19-7081, IP: 10.202.224.56, -NA-, -NA-, -NA-, Username: -NA-, AP name: QHB-RWL-2F-KFT, Radio ID: 1, Channel number: 36, SSID: NCUWLAN, BSSID: f474-8809-26a2."
DC-56-7B-19-70-81,无线,Fri Nov 07 18:53:58 CST 2025,下线,终端在AP 前湖北-人文楼-2F-咖啡厅 (无线/前湖北/人文楼) 下线,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 18:53:58.067 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client dc56-7b19-7081 went offline from BSS f474-8809-26b2 with SSID NCUWLAN on AP QHB-RWL-2F-KFT Radio ID 2. State changed to Unauth. Reason: Client sends deauthentication frame to go offline in run state: reason code=4.
DC-56-7B-48-3D-81,无线,Fri Nov 07 18:49:16 CST 2025,下线,终端在AP 前湖北-环材楼-B101-G3 (无线/前湖北/环材楼) 下线,10.202.200.12,NCUWLAN,5G,,-46 dBm,,【syslog】<181>Nov 07 2025 18:49:16.840.4+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[17794849]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-51-e6-90;APNAME:QHB-HCL-B101-G3;SSID:NCUWLAN;RADIOID:1;USER:dc567b483d81;MAC:dc-56-7b-48-3d-81;IPADDRESS:10.202.200.12;IPV6ADDRESS:FE80::3E0E:D2B0:3B6F:1328/240C:C901:2:9C7F:9DE6:61F4:77A7:9272/240C:C901:2:9C7F:681F:2A0E:1766:F802;TIME:1762512556;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:111;ERRCODE:216;RESULT:STA disassociation;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -46 dbm.;CIB ID:73228;INTERFACE:Wlan-Dbss22475;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=2175672664;AUTHPROTOCOL:-;
DC-56-7B-48-3D-81,无线,Fri Nov 07 18:47:32 CST 2025,上线 (关联成功),终端在AP 前湖北-环材楼-B101-G4 (无线/前湖北/环材楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 18:47:32.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17794696]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-51-a7-60;APNAME:QHB-HCL-B101-G4;APIP:10.133.2.87;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc567b483d81;MAC:dc-56-7b-48-3d-81;ASSOCDURATION:9130us;TIME:1762512452;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-56-7B-48-3D-81,无线,Fri Nov 07 18:47:26 CST 2025,上线 (关联成功),终端在AP 前湖北-环材楼-B101-G1 (无线/前湖北/环材楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 18:47:26.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17794687]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;APIP:10.133.3.116;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc567b483d81;MAC:dc-56-7b-48-3d-81;ASSOCDURATION:15743us;TIME:1762512446;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-56-7B-82-11-3B,无线,Fri Nov 07 19:23:18 CST 2025,上线 (关联成功),终端在AP 前湖北-环材楼-C531-1 (无线/前湖北/环材楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 19:23:18.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[16038082]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0b-ab-30;APNAME:QHB-HCL-C531-1;APIP:10.151.128.238;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc567b82113b;MAC:dc-56-7b-82-11-3b;ASSOCDURATION:102365us;TIME:1762514598;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-56-7B-8A-08-D5,无线,Fri Nov 07 19:35:53 CST 2025,上线 (认证成功),终端在AP 前湖北-环材楼-B101-G1 (无线/前湖北/环材楼) 认证成功,,NCUWLAN,5G,,,,【syslog】<181>Nov 07 2025 19:35:53.80.2+08:00 NCU_HW_AC1 %%01CM/5/USER_ACCESSRESULT(s)[16853738]:[WLAN_STA_INFO_AUTHENTICATION]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;SSID:NCUWLAN;RADIOID:1;USER:dc567b8a08d5;MAC:dc-56-7b-8a-08-d5;IPADDRESS:-;IPV6ADDRESS:-;TIME:1762515353;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:4294967295;RESULT:Open;USERGROUP:NULL;CIB ID:340703;INTERFACE:Wlan-Dbss22409;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=3793295175;AUTHPROTOCOL:-;
DC-56-7B-8A-08-D5,无线,Fri Nov 07 18:51:02 CST 2025,下线,终端在AP 前湖北-环材楼-B101-G3 (无线/前湖北/环材楼) 下线,10.202.137.242,NCUWLAN,5G,,-55 dBm,,【syslog】<181>Nov 07 2025 18:51:02.840.4+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[16851421]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-51-e6-90;APNAME:QHB-HCL-B101-G3;SSID:NCUWLAN;RADIOID:1;USER:dc567b8a08d5;MAC:dc-56-7b-8a-08-d5;IPADDRESS:10.202.137.242;IPV6ADDRESS:FE80::FF06:3941:BF5A:4DFB/240C:C901:2:92BC:F5D9:7649:DBF3:9263/240C:C901:2:92BC:39A1:5D2C:581C:56D;TIME:1762512662;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:20;ERRCODE:216;RESULT:STA disassociation;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -55 dbm.;CIB ID:338065;INTERFACE:Wlan-Dbss22475;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=2851814904;AUTHPROTOCOL:-;
DC-56-7B-8A-08-D5,无线,Fri Nov 07 18:50:42 CST 2025,上线 (关联成功),终端在AP 前湖北-环材楼-B101-G3 (无线/前湖北/环材楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 18:50:42.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[16851403]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-51-e6-90;APNAME:QHB-HCL-B101-G3;APIP:10.133.1.133;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc567b8a08d5;MAC:dc-56-7b-8a-08-d5;ASSOCDURATION:8522us;TIME:1762512642;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
DC-56-7B-8A-08-D5,无线,Fri Nov 07 18:50:41 CST 2025,下线,终端在AP 前湖北-环材楼-B101-G1 (无线/前湖北/环材楼) 下线,10.202.137.242,NCUWLAN,5G,,-43 dBm,,【syslog】<181>Nov 07 2025 18:50:41.60.4+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[16851400]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;SSID:NCUWLAN;RADIOID:1;USER:dc567b8a08d5;MAC:dc-56-7b-8a-08-d5;IPADDRESS:10.202.137.242;IPV6ADDRESS:FE80::FF06:3941:BF5A:4DFB/240C:C901:2:92BC:F5D9:7649:DBF3:9263/240C:C901:2:92BC:39A1:5D2C:581C:56D;TIME:1762512641;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:15;ERRCODE:216;RESULT:STA disassociation;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -43 dbm.;CIB ID:358957;INTERFACE:Wlan-Dbss22409;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=1244234801;AUTHPROTOCOL:-;
DC-56-7B-8A-08-D5,无线,Fri Nov 07 18:50:25 CST 2025,上线 (认证成功),终端在AP 前湖北-环材楼-B101-G1 (无线/前湖北/环材楼) 认证成功,,NCUWLAN,5G,,,,【syslog】<181>Nov 07 2025 18:50:25.60.11+08:00 NCU_HW_AC1 %%01CM/5/USER_ACCESSRESULT(s)[16851380]:[WLAN_STA_INFO_AUTHENTICATION]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;SSID:NCUWLAN;RADIOID:1;USER:dc567b8a08d5;MAC:dc-56-7b-8a-08-d5;IPADDRESS:-;IPV6ADDRESS:-;TIME:1762512625;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:4294967295;RESULT:Open;USERGROUP:NULL;CIB ID:358957;INTERFACE:Wlan-Dbss22409;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=1244234801;AUTHPROTOCOL:-;
DC-56-7B-8A-08-D5,无线,Fri Nov 07 18:50:25 CST 2025,下线,终端在AP 前湖北-环材楼-B101-G1 (无线/前湖北/环材楼) 下线,10.202.137.242,NCUWLAN,5G,,-45 dBm,,【syslog】<181>Nov 07 2025 18:50:25.60.9+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[16851378]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;SSID:NCUWLAN;RADIOID:1;USER:dc567b8a08d5;MAC:dc-56-7b-8a-08-d5;IPADDRESS:10.202.137.242;IPV6ADDRESS:FE80::FF06:3941:BF5A:4DFB/240E:461:610:6AA2:2C3C:94E9:9D3E:4EC0/240C:C901:2:92BC:39A1:5D2C:581C:56D/240C:C901:2:92BC:F5D9:7649:DBF3:9263;TIME:1762512625;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:146;ERRCODE:216;RESULT:STA disassociation;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -45 dbm.;CIB ID:339544;INTERFACE:Wlan-Dbss22409;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=4274198683;AUTHPROTOCOL:-;
DC-56-7B-8A-69-13,无线,Fri Nov 07 19:10:11 CST 2025,下线,终端在AP 前湖北-机电楼-E215-1 (无线/前湖北/机电楼) 下线,10.202.212.170,NCUWLAN,5G,,-45 dBm,,【syslog】<181>Nov 07 2025 19:10:11.60.3+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[18260240]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0b-b1-90;APNAME:QHB-JDL-E215-1;SSID:NCUWLAN;RADIOID:1;USER:dc567b8a6913;MAC:dc-56-7b-8a-69-13;IPADDRESS:10.202.212.170;IPV6ADDRESS:FE80::EA67:D446:E89F:B8DC/240C:C901:2:D559:CC67:E6A1:5DDA:51F6;TIME:1762513811;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:9365;ERRCODE:216;RESULT:STA disassociation;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -45 dbm.;CIB ID:408551;INTERFACE:Wlan-Dbss20973;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=166021032;AUTHPROTOCOL:-;
DC-56-7B-90-7F-4F,无线,Fri Nov 07 18:56:10 CST 2025,漫游,终端从AP 前湖北-环材楼-B101-G1 ( 无线/前湖北/环材楼) 漫游到AP 前湖北-环材楼-B101-G3 (无线/前湖北/环材楼),,NCUWLAN,5G,,-46 dBm,,【syslog】<181>Nov 07 2025 18:56:10.840.3+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[18259419]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:24-46-e4-51-e6-90;CurrentAPNAME:QHB-HCL-B101-G3;CurrentRSSI(dBm):-46;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc567b907f4f;MAC:dc-56-7b-90-7f-4f;TIME:1762512970;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):352;UpPacketNum:4007;UpByte:1052674;DownPacketNum:18307;DownByte:2078014;RSSI(dBm):-55;
DC-56-7B-90-7F-4F,无线,Fri Nov 07 18:50:19 CST 2025,上线 (关联成功),终端在AP 前湖北-环材楼-B101-G1 (无线/前湖北/环材楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 18:50:19.60.3+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[18259012]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:24-46-e4-52-32-80;APNAME:QHB-HCL-B101-G1;APIP:10.133.3.116;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:dc567b907f4f;MAC:dc-56-7b-90-7f-4f;ASSOCDURATION:13196us;TIME:1762512619;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
